Protein_ID,experiment,Localizations,Signals,Membrane types,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Peripheral,Transmembrane,Lipid anchor,Soluble
Sequence_86,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8230000138282776,0.3885999917984009,0.0961999967694282,0.0687000006437301,0.1301999986171722,0.003400000045076,0.0781999975442886,0.0944000035524368,0.0649000033736229,0.0043000001460313,0.1450999975204467,0.0754999965429306,0.1195999979972839,0.847100019454956
Sequence_87,randomly generated,Cytoplasm,,Soluble,0.7627000212669373,0.293500006198883,0.0781000033020973,0.0961999967694282,0.1228000000119209,0.006800000090152,0.2152999937534332,0.158500000834465,0.1083000004291534,0.0100999996066093,0.1687999963760376,0.0939000025391578,0.1297000050544738,0.8411999940872192
Sequence_88,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8174999952316284,0.4427999854087829,0.0520000010728836,0.0769999995827674,0.1048000007867813,0.0027000000700354,0.1054999977350235,0.0901999995112419,0.0678000003099441,0.0040000001899898,0.1579000055789947,0.0456000007688999,0.1154000014066696,0.8848999738693237
Sequence_89,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8025000095367432,0.33160001039505,0.0631999969482421,0.0868000015616417,0.1316999942064285,0.0063000000081956,0.132200002670288,0.1319999992847442,0.092299997806549,0.0109999999403953,0.1436000019311905,0.1037999987602233,0.2102999985218048,0.8080999851226807
Sequence_90,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.7738999724388123,0.4480000138282776,0.0469999983906745,0.0463000014424324,0.1316999942064285,0.003000000026077,0.0754999965429306,0.0741999968886375,0.0604000017046928,0.006000000052154,0.152099996805191,0.0412999987602233,0.0883999988436698,0.8820000290870667
Sequence_91,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8255000114440918,0.3898000121116638,0.0640000030398368,0.0702999979257583,0.1283999979496002,0.0031999999191612,0.0861999988555908,0.0844999998807907,0.06700000166893,0.0052000000141561,0.1282999962568283,0.0564000010490417,0.0992999970912933,0.866599977016449
Sequence_92,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8058000206947327,0.3946999907493591,0.0742999985814094,0.0606999993324279,0.1146000027656555,0.0031000000890344,0.0803000032901763,0.0882999971508979,0.0728000029921531,0.0040000001899898,0.1616999953985214,0.0419000014662742,0.1300999969244003,0.8748000264167786
Sequence_93,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8138999938964844,0.4280999898910522,0.0706999972462654,0.065700002014637,0.1084999963641166,0.0035000001080334,0.090499997138977,0.1027000024914741,0.064699999988079,0.0057999999262392,0.149399995803833,0.0507999993860721,0.1199999973177909,0.8758999705314636
Sequence_94,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8112000226974487,0.4255000054836273,0.0876000002026557,0.0692000016570091,0.1411000043153762,0.0027999999001622,0.0870999991893768,0.0939000025391578,0.0725999996066093,0.0062000001780688,0.169400006532669,0.0604000017046928,0.1269000023603439,0.8482000231742859
Sequence_95,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8395000100135803,0.4034000039100647,0.0772000029683113,0.0692000016570091,0.1764000058174133,0.0044999998062849,0.0874999985098838,0.0741000026464462,0.0785999968647956,0.0081000002101063,0.1580000072717666,0.036200001835823,0.0776000022888183,0.8815000057220459
Sequence_96,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8235999941825867,0.4345000088214874,0.0531999990344047,0.0599000006914138,0.1229000017046928,0.002600000007078,0.095499999821186,0.0870999991893768,0.069700002670288,0.0051000001840293,0.1891999989748001,0.0465999990701675,0.1730999946594238,0.840499997138977
Sequence_97,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8227999806404114,0.4722000062465668,0.0575999990105629,0.0756999999284744,0.0879999995231628,0.0035999999381601,0.0891999974846839,0.0812000036239624,0.0526000000536441,0.0048000002279877,0.1521999984979629,0.0494000017642974,0.0797000005841255,0.8766000270843506
Sequence_98,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8223000168800354,0.4023000001907348,0.0631000027060508,0.0562000013887882,0.1159999966621398,0.0028999999631196,0.0996999964118003,0.1181999966502189,0.0791999995708465,0.0046999999321997,0.181099995970726,0.0384999997913837,0.0847999975085258,0.8848999738693237
Sequence_99,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8324999809265137,0.4102999866008758,0.048200000077486,0.0819000005722045,0.1134999990463256,0.0031000000890344,0.094200000166893,0.0766000002622604,0.0612999983131885,0.0048000002279877,0.155799999833107,0.0469999983906745,0.0815000012516975,0.8791999816894531
Sequence_100,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8185999989509583,0.4462999999523163,0.0619000010192394,0.0768000036478042,0.1384000033140182,0.0024000001139938,0.0870999991893768,0.0715999975800514,0.066500000655651,0.002600000007078,0.1665000021457672,0.0535999983549118,0.0813999995589256,0.8788999915122986
